type,f3,name,set,number,rarity,source,qr_value_pokemon,qr_value_trainer,image
Pokemon,16950,Darmanitan,B3,30,U,normal,16950,10016950,cPK_10_016950_00_HIHIDARUMA_U.webp
Pokemon,16960,Larvesta,B3,31,C,normal,16960,10016960,cPK_10_016960_00_MERLARVA_C.webp
Pokemon,16970,Volcarona,B3,32,U,normal,16970,10016970,cPK_10_016970_00_ULGAMOTH_U.webp
Pokemon,16980,Poliwag,B3,33,C,normal,16980,10016980,cPK_10_016980_00_NYOROMO_C.webp
Pokemon,16990,Poliwhirl,B3,34,U,normal,16990,10016990,cPK_10_016990_00_NYOROZO_U.webp
Pokemon,17000,Politoed,B3,35,R,normal,17000,10017000,cPK_10_017000_00_NYOROTONO_R.webp
Pokemon,17010,Paldean Tauros,B3,36,U,normal,17010,10017010,cPK_10_017010_00_PALDEAKENTAUROS_U.webp
Pokemon,17020,Vaporeon ex,B3,37,RR,normal,17020,10017020,cPK_10_017020_00_SHOWERSex_RR.webp
Pokemon,17030,Wooper,B3,38,C,normal,17030,10017030,cPK_10_017030_00_UPAH_C.webp
Pokemon,17040,Quagsire,B3,39,U,normal,17040,10017040,cPK_10_017040_00_NUOH_U.webp
Pokemon,17050,Castform Rainy Form,B3,40,C,normal,17050,10017050,cPK_10_017050_00_POWALENAMAMIZUNOSUGATA_C.webp
Pokemon,17060,Castform Snowy Form,B3,41,C,normal,17060,10017060,cPK_10_017060_00_POWALENYUKIGUMONOSUGATA_C.webp
Pokemon,17070,Clamperl,B3,42,C,normal,17070,10017070,cPK_10_017070_00_PEARLULU_C.webp
Pokemon,17080,Huntail,B3,43,U,normal,17080,10017080,cPK_10_017080_00_HUNTAIL_U.webp
Pokemon,17090,Gorebyss,B3,44,U,normal,17090,10017090,cPK_10_017090_00_SAKURABYSS_U.webp
Pokemon,17100,Regice,B3,45,U,normal,17100,10017100,cPK_10_017100_00_REGICE_U.webp
Pokemon,17110,Cubchoo,B3,46,C,normal,17110,10017110,cPK_10_017110_00_KUMASYUN_C.webp
Pokemon,17120,Beartic,B3,47,U,normal,17120,10017120,cPK_10_017120_00_TUNBEAR_U.webp
Pokemon,17130,Sobble,B3,48,C,normal,17130,10017130,cPK_10_017130_00_MESSON_C.webp
Pokemon,17140,Drizzile,B3,49,U,normal,17140,10017140,cPK_10_017140_00_JIMEREON_U.webp
Pokemon,17150,Inteleon,B3,50,R,normal,17150,10017150,cPK_10_017150_00_INTEREON_R.webp
Pokemon,17160,Rapid Strike Urshifu,B3,51,R,normal,17160,10017160,cPK_10_017160_00_WULAOSURENGEKINOKATA_R.webp
Pokemon,17170,Magnemite,B3,52,C,normal,17170,10017170,cPK_10_017170_00_COIL_C.webp
Pokemon,17180,Magneton,B3,53,U,normal,17180,10017180,cPK_10_017180_00_RARECOIL_U.webp
Pokemon,17190,Magnezone ex,B3,54,RR,normal,17190,10017190,cPK_10_017190_00_JIBACOILex_RR.webp
Pokemon,17200,Voltorb,B3,55,C,normal,17200,10017200,cPK_10_017200_00_BIRIRIDAMA_C.webp
Pokemon,17210,Electrode,B3,56,C,normal,17210,10017210,cPK_10_017210_00_MARUMINE_C.webp
Pokemon,17220,Chinchou,B3,57,C,normal,17220,10017220,cPK_10_017220_00_CHONCHIE_C.webp
Pokemon,17230,Lanturn,B3,58,U,normal,17230,10017230,cPK_10_017230_00_LANTERN_U.webp
Pokemon,17240,Zekrom,B3,59,R,normal,17240,10017240,cPK_10_017240_00_ZEKROM_R.webp
Pokemon,17250,Toxel,B3,60,C,normal,17250,10017250,cPK_10_017250_00_ELESON_C.webp
Pokemon,17260,Toxtricity,B3,61,R,normal,17260,10017260,cPK_10_017260_00_STRINDER_R.webp
Pokemon,17270,Morpeko,B3,62,C,normal,17270,10017270,cPK_10_017270_00_MORPEKO_C.webp
Pokemon,17280,Ralts,B3,63,C,normal,17280,10017280,cPK_10_017280_00_RALTS_C.webp
Pokemon,17290,Kirlia,B3,64,U,normal,17290,10017290,cPK_10_017290_00_KIRLIA_U.webp
Pokemon,17300,Espurr,B3,65,C,normal,17300,10017300,cPK_10_017300_00_NYASPER_C.webp
Pokemon,17310,Meowstic,B3,66,R,normal,17310,10017310,cPK_10_017310_00_NYAONIX_R.webp
Pokemon,17320,Diancie,B3,67,R,normal,17320,10017320,cPK_10_017320_00_DIANCIE_R.webp
Pokemon,17330,Oricorio,B3,68,C,normal,17330,10017330,cPK_10_017330_00_ODORIDORI_C.webp
Pokemon,17340,Hatenna,B3,69,C,normal,17340,10017340,cPK_10_017340_00_MIBRIM_C.webp
Pokemon,17350,Hattrem,B3,70,U,normal,17350,10017350,cPK_10_017350_00_TEBRIM_U.webp
Pokemon,17360,Hatterene,B3,71,R,normal,17360,10017360,cPK_10_017360_00_BRIMUON_R.webp
Pokemon,17370,Bramblin,B3,72,C,normal,17370,10017370,cPK_10_017370_00_ANOKUSA_C.webp
Pokemon,17380,Brambleghast,B3,73,R,normal,17380,10017380,cPK_10_017380_00_ANOHORAGUSA_R.webp
Pokemon,17390,Gligar,B3,74,C,normal,17390,10017390,cPK_10_017390_00_GLIGER_C.webp
Pokemon,17400,Gliscor,B3,75,U,normal,17400,10017400,cPK_10_017400_00_GLION_U.webp
Pokemon,17410,Trapinch,B3,76,C,normal,17410,10017410,cPK_10_017410_00_NUCKRAR_C.webp
Pokemon,17420,Regirock,B3,77,U,normal,17420,10017420,cPK_10_017420_00_REGIROCK_U.webp
Pokemon,17430,Bonsly,B3,78,R,normal,17430,10017430,cPK_10_017430_00_USOHACHI_R.webp
Pokemon,17440,Riolu,B3,79,C,normal,17440,10017440,cPK_10_017440_00_RIOLU_C.webp
Pokemon,17450,Lucario,B3,80,R,normal,17450,10017450,cPK_10_017450_00_LUCARIO_R.webp
Pokemon,17460,Mega Lucario ex,B3,81,RR,normal,17460,10017460,cPK_10_017460_00_MEGALUCARIOex_RR.webp
Pokemon,17470,Croagunk,B3,82,C,normal,17470,10017470,cPK_10_017470_00_GUREGGRU_C.webp
Pokemon,17480,Toxicroak,B3,83,U,normal,17480,10017480,cPK_10_017480_00_DOKUROG_U.webp
Pokemon,17490,Gallade,B3,84,R,normal,17490,10017490,cPK_10_017490_00_ERUREIDO_R.webp
Pokemon,17500,Throh,B3,85,C,normal,17500,10017500,cPK_10_017500_00_NAGEKI_C.webp
Pokemon,17510,Sawk,B3,86,C,normal,17510,10017510,cPK_10_017510_00_DAGEKI_C.webp
Pokemon,17520,Dwebble,B3,87,C,normal,17520,10017520,cPK_10_017520_00_ISHIZUMAI_C.webp
Pokemon,17530,Crustle ex,B3,88,RR,normal,17530,10017530,cPK_10_017530_00_IWAPALACEex_RR.webp
Pokemon,17540,Meloetta,B3,89,R,normal,17540,10017540,cPK_10_017540_00_MELOETTA_R.webp
Pokemon,17550,Stufful,B3,90,C,normal,17550,10017550,cPK_10_017550_00_NUIKOGUMA_C.webp
Pokemon,17560,Bewear,B3,91,U,normal,17560,10017560,cPK_10_017560_00_KITERUGUMA_U.webp
Pokemon,17570,Rolycoly,B3,92,C,normal,17570,10017570,cPK_10_017570_00_TANDON_C.webp
Pokemon,17580,Carkol,B3,93,U,normal,17580,10017580,cPK_10_017580_00_TOROGGON_U.webp
Pokemon,17590,Coalossal,B3,94,R,normal,17590,10017590,cPK_10_017590_00_SEKITANZAN_R.webp
Pokemon,17600,Silicobra,B3,95,C,normal,17600,10017600,cPK_10_017600_00_SUNAHEBI_C.webp
Pokemon,17610,Sandaconda,B3,96,U,normal,17610,10017610,cPK_10_017610_00_SADAIJA_U.webp
Pokemon,17620,Kubfu,B3,97,C,normal,17620,10017620,cPK_10_017620_00_DAKUMA_C.webp
Pokemon,17630,Zubat,B3,98,C,normal,17630,10017630,cPK_10_017630_00_ZUBAT_C.webp
Pokemon,17640,Golbat,B3,99,U,normal,17640,10017640,cPK_10_017640_00_GOLBAT_U.webp
Pokemon,17650,Crobat,B3,100,R,normal,17650,10017650,cPK_10_017650_00_CROBAT_R.webp
Pokemon,17660,Koffing,B3,101,C,normal,17660,10017660,cPK_10_017660_00_DOGARS_C.webp
Pokemon,17670,Weezing,B3,102,U,normal,17670,10017670,cPK_10_017670_00_MATADOGAS_U.webp
Pokemon,17680,Qwilfish,B3,103,C,normal,17680,10017680,cPK_10_017680_00_HARYSEN_C.webp
Pokemon,17690,Seviper,B3,104,C,normal,17690,10017690,cPK_10_017690_00_HABUNAKE_C.webp
Pokemon,17700,Zorua,B3,105,C,normal,17700,10017700,cPK_10_017700_00_ZORUA_C.webp
Pokemon,17710,Zoroark ex,B3,106,RR,normal,17710,10017710,cPK_10_017710_00_ZOROARKex_RR.webp
Pokemon,17720,Foongus,B3,107,C,normal,17720,10017720,cPK_10_017720_00_TAMAGETAKE_C.webp
Pokemon,17730,Amoonguss,B3,108,U,normal,17730,10017730,cPK_10_017730_00_MOROBARERU_U.webp
Pokemon,17740,Vullaby,B3,109,C,normal,17740,10017740,cPK_10_017740_00_VALCHAI_C.webp
Pokemon,17750,Mandibuzz,B3,110,U,normal,17750,10017750,cPK_10_017750_00_VULGINA_U.webp
Pokemon,17760,Inkay,B3,111,C,normal,17760,10017760,cPK_10_017760_00_MAAIIKA_C.webp
Pokemon,17770,Malamar,B3,112,U,normal,17770,10017770,cPK_10_017770_00_CALAMANERO_U.webp
Pokemon,17780,Single Strike Urshifu,B3,113,R,normal,17780,10017780,cPK_10_017780_00_WULAOSUICHIGEKINOKATA_R.webp
Pokemon,17790,Zarude,B3,114,R,normal,17790,10017790,cPK_10_017790_00_ZARUDE_R.webp
Pokemon,17800,Bombirdier,B3,115,R,normal,17800,10017800,cPK_10_017800_00_OTOSHIDORI_R.webp
Pokemon,17810,Registeel,B3,116,U,normal,17810,10017810,cPK_10_017810_00_REGISTEEL_U.webp
Pokemon,17820,Bronzor,B3,117,C,normal,17820,10017820,cPK_10_017820_00_DOHMIRROR_C.webp
Pokemon,17830,Bronzong,B3,118,U,normal,17830,10017830,cPK_10_017830_00_DOHTAKUN_U.webp
Pokemon,17840,Pawniard,B3,119,C,normal,17840,10017840,cPK_10_017840_00_KOMATANA_C.webp
Pokemon,17850,Bisharp,B3,120,U,normal,17850,10017850,cPK_10_017850_00_KIRIKIZAN_U.webp
Pokemon,17860,Magearna,B3,121,U,normal,17860,10017860,cPK_10_017860_00_MAGEARNA_U.webp
Pokemon,17870,Meltan,B3,122,C,normal,17870,10017870,cPK_10_017870_00_MELTAN_C.webp
Pokemon,17880,Melmetal,B3,123,R,normal,17880,10017880,cPK_10_017880_00_MELMETAL_R.webp
Pokemon,17890,Corviknight ex,B3,124,RR,normal,17890,10017890,cPK_10_017890_00_ARMORGAex_RR.webp
Pokemon,17900,Vibrava,B3,125,U,normal,17900,10017900,cPK_10_017900_00_VIBRAVA_U.webp
Pokemon,17910,Flygon ex,B3,126,RR,normal,17910,10017910,cPK_10_017910_00_FLYGONex_RR.webp
Pokemon,17920,Chansey,B3,127,C,normal,17920,10017920,cPK_10_017920_00_LUCKY_C.webp
Pokemon,17930,Blissey,B3,128,R,normal,17930,10017930,cPK_10_017930_00_HAPPINAS_R.webp
Pokemon,17940,Eevee,B3,129,C,normal,17940,10017940,cPK_10_017940_00_EIEVUI_C.webp
Pokemon,17950,Dunsparce,B3,130,R,normal,17950,10017950,cPK_10_017950_00_NOKOCCHI_R.webp
Pokemon,17960,Teddiursa,B3,131,C,normal,17960,10017960,cPK_10_017960_00_HIMEGUMA_C.webp
Pokemon,17970,Ursaring,B3,132,U,normal,17970,10017970,cPK_10_017970_00_RINGUMA_U.webp
Pokemon,17980,Castform,B3,133,C,normal,17980,10017980,cPK_10_017980_00_POWALEN_C.webp
Pokemon,17990,Regigigas,B3,134,R,normal,17990,10017990,cPK_10_017990_00_REGIGIGAS_R.webp
Pokemon,18000,Patrat,B3,135,C,normal,18000,10018000,cPK_10_018000_00_MINEZUMI_C.webp
Pokemon,18010,Watchog,B3,136,C,normal,18010,10018010,cPK_10_018010_00_MIRUHOG_C.webp
Pokemon,18020,Lillipup,B3,137,C,normal,18020,10018020,cPK_10_018020_00_YORTERRIE_C.webp
Pokemon,18030,Herdier,B3,138,U,normal,18030,10018030,cPK_10_018030_00_HERDERRIE_U.webp
Pokemon,18040,Stoutland,B3,139,R,normal,18040,10018040,cPK_10_018040_00_MOOLAND_R.webp
Pokemon,18050,Audino,B3,140,U,normal,18050,10018050,cPK_10_018050_00_TABUNNE_U.webp
Pokemon,18060,Mega Audino ex,B3,141,RR,normal,18060,10018060,cPK_10_018060_00_MEGATABUNNEex_RR.webp
Pokemon,18070,Minccino,B3,142,C,normal,18070,10018070,cPK_10_018070_00_CHILLARMY_C.webp
Pokemon,18080,Cinccino,B3,143,C,normal,18080,10018080,cPK_10_018080_00_CHILLACCINO_C.webp
Pokemon,18090,Furfrou,B3,144,U,normal,18090,10018090,cPK_10_018090_00_TRIMMIEN_U.webp
Pokemon,18100,Rookidee,B3,145,C,normal,18100,10018100,cPK_10_018100_00_KOKOGARA_C.webp
Pokemon,18110,Corvisquire,B3,146,U,normal,18110,10018110,cPK_10_018110_00_AOGARASU_U.webp
Pokemon,18160,Surskit,B3a,1,C,normal,18160,10018160,cPK_10_018160_00_AMETAMA_C.webp
Pokemon,18170,Masquerain,B3a,2,C,normal,18170,10018170,cPK_10_018170_00_AMEMOTH_C.webp
Pokemon,18180,Brute Bonnet,B3a,3,C,normal,18180,10018180,cPK_10_018180_00_ARABURUTAKE_C.webp
Pokemon,18190,Slither Wing,B3a,4,U,normal,18190,10018190,cPK_10_018190_00_CHIWOHAUHANE_U.webp
Pokemon,18200,Iron Moth,B3a,5,U,normal,18200,10018200,cPK_10_018200_00_TETSUNODOKUGA_U.webp
Pokemon,18210,Psyduck,B3a,6,C,normal,18210,10018210,cPK_10_018210_00_KODUCK_C.webp
Pokemon,18220,Golduck,B3a,7,C,normal,18220,10018220,cPK_10_018220_00_GOLDUCK_C.webp
Pokemon,18230,Vaporeon,B3a,8,U,normal,18230,10018230,cPK_10_018230_00_SHOWERS_U.webp
Pokemon,18240,Buizel,B3a,9,C,normal,18240,10018240,cPK_10_018240_00_BUOYSEL_C.webp
Pokemon,18250,Floatzel,B3a,10,C,normal,18250,10018250,cPK_10_018250_00_FLOAZEL_C.webp
Pokemon,18260,Snom,B3a,11,C,normal,18260,10018260,cPK_10_018260_00_YUKIHAMI_C.webp
Pokemon,18270,Frosmoth,B3a,12,C,normal,18270,10018270,cPK_10_018270_00_MOTHNOW_C.webp
Pokemon,18280,Iron Bundle ex,B3a,13,RR,normal,18280,10018280,cPK_10_018280_00_TETSUNOTSUTSUMIex_RR.webp
Pokemon,18290,Pawmi,B3a,14,C,normal,18290,10018290,cPK_10_018290_00_PAMO_C.webp
Pokemon,18300,Pawmo,B3a,15,C,normal,18300,10018300,cPK_10_018300_00_PAMOT_C.webp
Pokemon,18310,Pawmot,B3a,16,U,normal,18310,10018310,cPK_10_018310_00_PARMOT_U.webp
Pokemon,18320,Iron Hands,B3a,17,C,normal,18320,10018320,cPK_10_018320_00_TETSUNOKAINA_C.webp
Pokemon,18330,Iron Thorns,B3a,18,U,normal,18330,10018330,cPK_10_018330_00_TETSUNOIBARA_U.webp
Pokemon,18340,Miraidon ex,B3a,19,RR,normal,18340,10018340,cPK_10_018340_00_MIRAIDONex_RR.webp
Pokemon,18350,Espeon,B3a,20,U,normal,18350,10018350,cPK_10_018350_00_EIFIE_U.webp
Pokemon,18360,Flittle,B3a,21,C,normal,18360,10018360,cPK_10_018360_00_HIRAHINA_C.webp
Pokemon,18370,Espathra,B3a,22,U,normal,18370,10018370,cPK_10_018370_00_CUESPATRA_U.webp
Pokemon,18380,Greavard,B3a,23,C,normal,18380,10018380,cPK_10_018380_00_BOCHI_C.webp
Pokemon,18390,Houndstone,B3a,24,U,normal,18390,10018390,cPK_10_018390_00_HAKADOG_U.webp
Pokemon,18400,Scream Tail,B3a,25,C,normal,18400,10018400,cPK_10_018400_00_SAKEBUSHIPPO_C.webp
Pokemon,18410,Flutter Mane ex,B3a,26,RR,normal,18410,10018410,cPK_10_018410_00_HABATAKUKAMIex_RR.webp
Pokemon,18420,Iron Valiant,B3a,27,R,normal,18420,10018420,cPK_10_018420_00_TETSUNOBUJIN_R.webp
Pokemon,18430,Iron Leaves,B3a,28,R,normal,18430,10018430,cPK_10_018430_00_TETSUNOISAHA_R.webp
Pokemon,18440,Iron Boulder,B3a,29,R,normal,18440,10018440,cPK_10_018440_00_TETSUNOIWAO_R.webp
Pokemon,18450,Iron Crown,B3a,30,R,normal,18450,10018450,cPK_10_018450_00_TETSUNOKASHIRA_R.webp
Pokemon,18460,Nacli,B3a,31,C,normal,18460,10018460,cPK_10_018460_00_KOJIO_C.webp
Pokemon,18470,Naclstack,B3a,32,C,normal,18470,10018470,cPK_10_018470_00_JIODUMU_C.webp
Pokemon,18480,Garganacl,B3a,33,R,normal,18480,10018480,cPK_10_018480_00_KYOJIOHN_R.webp
Pokemon,18490,Great Tusk,B3a,34,U,normal,18490,10018490,cPK_10_018490_00_IDAINAKIBA_U.webp
Pokemon,18500,Sandy Shocks,B3a,35,U,normal,18500,10018500,cPK_10_018500_00_SUNANOKEGAWA_U.webp
Pokemon,18510,Koraidon ex,B3a,36,RR,normal,18510,10018510,cPK_10_018510_00_KORAIDONex_RR.webp
Pokemon,18520,Umbreon,B3a,37,U,normal,18520,10018520,cPK_10_018520_00_BRACKY_U.webp
Pokemon,18530,Sneasel,B3a,38,C,normal,18530,10018530,cPK_10_018530_00_NYULA_C.webp
Pokemon,18540,Weavile,B3a,39,U,normal,18540,10018540,cPK_10_018540_00_MANYULA_U.webp
Pokemon,18550,Sableye,B3a,40,U,normal,18550,10018550,cPK_10_018550_00_YAMIRAMI_U.webp
Pokemon,18560,Pawniard,B3a,41,C,normal,18560,10018560,cPK_10_018560_00_KOMATANA_C.webp
Pokemon,18570,Bisharp,B3a,42,C,normal,18570,10018570,cPK_10_018570_00_KIRIKIZAN_C.webp
Pokemon,18580,Kingambit,B3a,43,R,normal,18580,10018580,cPK_10_018580_00_DODOGEZAN_R.webp
Pokemon,18590,Glimmet,B3a,44,C,normal,18590,10018590,cPK_10_018590_00_KIRAME_C.webp
Pokemon,18600,Glimmora,B3a,45,R,normal,18600,10018600,cPK_10_018600_00_KIRAFLOR_R.webp
Pokemon,18610,Iron Jugulis,B3a,46,U,normal,18610,10018610,cPK_10_018610_00_TETSUNOKOUBE_U.webp
Pokemon,18620,Roaring Moon,B3a,47,R,normal,18620,10018620,cPK_10_018620_00_TODOROKUTSUKI_R.webp
Pokemon,18630,Corviknight,B3a,48,U,normal,18630,10018630,cPK_10_018630_00_ARMORGA_U.webp
Pokemon,18640,Cufant,B3a,49,C,normal,18640,10018640,cPK_10_018640_00_ZOUDOU_C.webp
Pokemon,18650,Copperajah,B3a,50,U,normal,18650,10018650,cPK_10_018650_00_DAIOUDOU_U.webp
Pokemon,18660,Iron Treads,B3a,51,U,normal,18660,10018660,cPK_10_018660_00_TETSUNOWADACHI_U.webp
Pokemon,18670,Altaria,B3a,52,U,normal,18670,10018670,cPK_10_018670_00_TYLTALIS_U.webp
Pokemon,18680,Walking Wake,B3a,53,R,normal,18680,10018680,cPK_10_018680_00_UNERUMINAMO_R.webp
Pokemon,18690,Gouging Fire,B3a,54,R,normal,18690,10018690,cPK_10_018690_00_UGATSUHOMURA_R.webp
Pokemon,18700,Raging Bolt,B3a,55,R,normal,18700,10018700,cPK_10_018700_00_TAKERURAIKO_R.webp
Pokemon,18710,Eevee,B3a,56,C,normal,18710,10018710,cPK_10_018710_00_EIEVUI_C.webp
Pokemon,18720,Girafarig,B3a,57,C,normal,18720,10018720,cPK_10_018720_00_KIRINRIKI_C.webp
Pokemon,18730,Farigiraf,B3a,58,C,normal,18730,10018730,cPK_10_018730_00_RIKIKIRIN_C.webp
Pokemon,18740,Dunsparce,B3a,59,U,normal,18740,10018740,cPK_10_018740_00_NOKOCCHI_U.webp
Pokemon,18750,Dudunsparce,B3a,60,R,normal,18750,10018750,cPK_10_018750_00_NOKOKOCCHI_R.webp
Pokemon,18760,Swablu,B3a,61,C,normal,18760,10018760,cPK_10_018760_00_TYLTTO_C.webp
Pokemon,18770,Rufflet,B3a,62,C,normal,18770,10018770,cPK_10_018770_00_WASHIBON_C.webp
Pokemon,18780,Braviary,B3a,63,C,normal,18780,10018780,cPK_10_018780_00_WARRGLE_C.webp
Pokemon,18790,Hawlucha,B3a,64,C,normal,18790,10018790,cPK_10_018790_00_LUCHABULL_C.webp
Pokemon,18800,Rookidee,B3a,65,C,normal,18800,10018800,cPK_10_018800_00_KOKOGARA_C.webp
Pokemon,18810,Corvisquire,B3a,66,C,normal,18810,10018810,cPK_10_018810_00_AOGARASU_C.webp
Pokemon,18820,Flamigo,B3a,67,C,normal,18820,10018820,cPK_10_018820_00_KARAMINGO_C.webp
Pokemon,18830,Terapagos ex,B3a,68,RR,normal,18830,10018830,cPK_10_018830_00_TERAPAGOSex_RR.webp
Pokemon,18860,Zygarde,PROMO-B,51,C,promo-only,18860,10018860,cPK_90_018860_00_ZYGARDE10%EF%BC%85FORME_C.webp
Pokemon,18870,Zygarde,PROMO-B,52,R,promo-only,18870,10018870,cPK_90_018870_00_ZYGARDE50%EF%BC%85FORME_R.webp
Pokemon,18880,Zygarde ex,PROMO-B,53,RR,promo-only,18880,10018880,cPK_90_018880_00_ZYGARDEPERFECTFORMEex_RR.webp
Pokemon,18900,Mega Heracross ex,PROMO-B,56,RR,promo-only,18900,10018900,cPK_90_018900_00_MEGAHERACROSex_RR.webp
Pokemon,18910,Tepig,PROMO-B,58,C,promo-only,18910,10018910,cPK_90_018910_00_POKABU_C.webp
Pokemon,18920,Dwebble,PROMO-B,59,C,promo-only,18920,10018920,cPK_90_018920_00_ISHIZUMAI_C.webp
Pokemon,18930,Charcadet,PROMO-B,64,C,promo-only,18930,10018930,cPK_90_018930_00_CARBOU_C.webp
Pokemon,18940,Ceruledge ex,PROMO-B,66,RR,promo-only,18940,10018940,cPK_90_018940_00_SOUBLADESex_RR.webp
Pokemon,18950,Pawniard,PROMO-B,67,C,promo-only,18950,10018950,cPK_90_018950_00_KOMATANA_C.webp
Pokemon,18960,Feebas,PROMO-B,72,C,promo-only,18960,10018960,cPK_90_018960_00_HINBASS_C.webp
Pokemon,18970,Froslass,B3b,17,R,normal,18970,10018970,cPK_10_018970_00_YUKIMENOKO_R.webp
Pokemon,18980,Raichu,B3b,22,U,normal,18980,10018980,cPK_10_018980_00_RAICHU_U.webp
Pokemon,18990,Quagsire,PROMO-B,75,C,promo-only,18990,10018990,cPK_90_018990_00_NUOH_C.webp
Pokemon,19000,Hisuian Zorua,B3b,59,C,normal,19000,10019000,cPK_10_019000_00_HISUIZORUA_C.webp
Pokemon,19010,Growlithe,B3b,10,C,normal,19010,10019010,cPK_10_019010_00_GARDIE_C.webp
Pokemon,19020,Emolga,B3b,23,C,normal,19020,10019020,cPK_10_019020_00_EMOLGA_C.webp
Pokemon,19030,Psyduck,B3b,11,C,normal,19030,10019030,cPK_10_019030_00_KODUCK_C.webp
Pokemon,19040,Caterpie,B3b,1,C,normal,19040,10019040,cPK_10_019040_00_CATERPIE_C.webp
Pokemon,19050,Metapod,B3b,2,U,normal,19050,10019050,cPK_10_019050_00_TRANSEL_U.webp
Pokemon,19060,Butterfree,B3b,3,R,normal,19060,10019060,cPK_10_019060_00_BUTTERFREE_R.webp
Pokemon,19070,Cacnea,B3b,4,C,normal,19070,10019070,cPK_10_019070_00_SABONEA_C.webp
Pokemon,19080,Tropius,B3b,5,U,normal,19080,10019080,cPK_10_019080_00_TROPIUS_U.webp
Pokemon,19090,Petilil,B3b,6,C,normal,19090,10019090,cPK_10_019090_00_CHURINE_C.webp
Pokemon,19100,Hisuian Lilligant,B3b,7,U,normal,19100,10019100,cPK_10_019100_00_HISUIDREDEAR_U.webp
Pokemon,19110,Vulpix,B3b,8,C,normal,19110,10019110,cPK_10_019110_00_ROKON_C.webp
Pokemon,19120,Ninetales,B3b,9,U,normal,19120,10019120,cPK_10_019120_00_KYUKON_U.webp
Pokemon,19130,Goldeen,B3b,12,C,normal,19130,10019130,cPK_10_019130_00_TOSAKINTO_C.webp
Pokemon,19140,Seaking,B3b,13,U,normal,19140,10019140,cPK_10_019140_00_AZUMAO_U.webp
Pokemon,19150,Feebas,B3b,14,C,normal,19150,10019150,cPK_10_019150_00_HINBASS_C.webp
Pokemon,19160,Milotic ex,B3b,15,RR,normal,19160,10019160,cPK_10_019160_00_MILOKAROSSex_RR.webp
Pokemon,19170,Snorunt,B3b,16,C,normal,19170,10019170,cPK_10_019170_00_YUKIWARASHI_C.webp
Pokemon,19180,Luvdisc,B3b,18,C,normal,19180,10019180,cPK_10_019180_00_LOVECUS_C.webp
Pokemon,19190,Piplup,B3b,19,C,normal,19190,10019190,cPK_10_019190_00_POCHAMA_C.webp
Pokemon,19200,Iron Bundle,B3b,20,U,normal,19200,10019200,cPK_10_019200_00_TETSUNOTSUTSUMI_U.webp
Pokemon,19210,Pikachu,B3b,21,C,normal,19210,10019210,cPK_10_019210_00_PIKACHU_C.webp
Pokemon,19220,Dedenne ex,B3b,24,RR,normal,19220,10019220,cPK_10_019220_00_DEDENNEex_RR.webp
Pokemon,19230,Yamper,B3b,25,C,normal,19230,10019230,cPK_10_019230_00_WANPACHI_C.webp
Pokemon,19240,Slowpoke,B3b,26,C,normal,19240,10019240,cPK_10_019240_00_YADON_C.webp
Pokemon,19250,Slowbro,B3b,27,U,normal,19250,10019250,cPK_10_019250_00_YADORAN_U.webp
Pokemon,19260,Munna,B3b,28,C,normal,19260,10019260,cPK_10_019260_00_MUNNA_C.webp
Pokemon,19270,Musharna,B3b,29,U,normal,19270,10019270,cPK_10_019270_00_MUSHARNA_U.webp
Pokemon,19280,Sylveon,B3b,30,R,normal,19280,10019280,cPK_10_019280_00_NYMPHIA_R.webp
Pokemon,19290,Carbink,B3b,31,U,normal,19290,10019290,cPK_10_019290_00_MELECIE_U.webp
Pokemon,19300,Mega Diancie ex,B3b,32,RR,normal,19300,10019300,cPK_10_019300_00_MEGADIANCIEex_RR.webp
Pokemon,19310,Enamorus,B3b,33,R,normal,19310,10019310,cPK_10_019310_00_LOVETOLOS_R.webp
Pokemon,19320,Fidough,B3b,34,C,normal,19320,10019320,cPK_10_019320_00_PUPIMOCCHI_C.webp
Pokemon,19330,Flutter Mane,B3b,35,U,normal,19330,10019330,cPK_10_019330_00_HABATAKUKAMI_U.webp
Pokemon,19340,Wooper,B3b,36,C,normal,19340,10019340,cPK_10_019340_00_UPAH_C.webp
Pokemon,19350,Quagsire,B3b,37,U,normal,19350,10019350,cPK_10_019350_00_NUOH_U.webp
Pokemon,19360,Rockruff,B3b,38,C,normal,19360,10019360,cPK_10_019360_00_IWANKO_C.webp
Pokemon,19370,Sandygast,B3b,39,C,normal,19370,10019370,cPK_10_019370_00_SUNABA_C.webp
Pokemon,19380,Palossand,B3b,40,U,normal,19380,10019380,cPK_10_019380_00_SIRODETHNA_U.webp
Pokemon,19390,Mega Sableye ex,B3b,41,RR,normal,19390,10019390,cPK_10_019390_00_MEGAYAMIRAMIex_RR.webp
Pokemon,19400,Cacturne,B3b,42,U,normal,19400,10019400,cPK_10_019400_00_NOCTUS_U.webp
Pokemon,19410,Spiritomb,B3b,43,U,normal,19410,10019410,cPK_10_019410_00_MIKARUGE_U.webp
Pokemon,19420,Scraggy,B3b,44,C,normal,19420,10019420,cPK_10_019420_00_ZURUGGU_C.webp
Pokemon,19430,Scrafty,B3b,45,U,normal,19430,10019430,cPK_10_019430_00_ZURUZUKIN_U.webp
Pokemon,19440,Mareanie,B3b,46,C,normal,19440,10019440,cPK_10_019440_00_HIDOIDE_C.webp
